MONTH,DAY_OF_WEEK,DEP_DEL15,DEP_TIME_BLK,DISTANCE_GROUP,SEGMENT_NUMBER,CONCURRENT_FLIGHTS,NUMBER_OF_SEATS,CARRIER_NAME,AIRPORT_FLIGHTS_MONTH,AIRLINE_FLIGHTS_MONTH,AIRLINE_AIRPORT_FLIGHTS_MONTH,AVG_MONTHLY_PASS_AIRPORT,AVG_MONTHLY_PASS_AIRLINE,FLT_ATTENDANTS_PER_PASS,GROUND_SERV_PER_PASS,PLANE_AGE,DEPARTING_AIRPORT,LATITUDE,LONGITUDE,PREVIOUS_AIRPORT,PRCP,SNOW,SNWD,TMAX,AWND
1,7,0,1100-1159,6,2,26,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,1,McCarran International,36.08,-115.152,Minneapolis-St Paul International,0,0,0,65,2.91
1,7,0,1000-1059,7,2,29,191,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,3,McCarran International,36.08,-115.152,Salt Lake City International,0,0,0,65,2.91
1,7,0,1100-1159,7,2,26,160,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,2,McCarran International,36.08,-115.152,Ronald Reagan Washington National,0,0,0,65,2.91
1,7,0,1100-1159,2,2,26,154,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,11,McCarran International,36.08,-115.152,San Francisco International,0,0,0,65,2.91
1,7,0,1000-1059,7,2,29,216,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,17,McCarran International,36.08,-115.152,Chicago O'Hare International,0,0,0,65,2.91
1,7,0,1300-1359,9,2,29,173,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,5,McCarran International,36.08,-115.152,Washington Dulles International,0,0,0,65,2.91
1,7,0,0900-0959,2,2,28,128,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,19,McCarran International,36.08,-115.152,Phoenix Sky Harbor International,0,0,0,65,2.91
1,7,1,1100-1159,3,2,26,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,6,McCarran International,36.08,-115.152,McCarran International,0,0,0,65,2.91
1,7,0,1100-1159,7,2,26,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,4,McCarran International,36.08,-115.152,Newark Liberty International,0,0,0,65,2.91
1,7,0,0900-0959,8,2,28,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,7,McCarran International,36.08,-115.152,Seattle International,0,0,0,65,2.91
1,7,1,0800-0859,2,2,25,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,7,McCarran International,36.08,-115.152,Detroit Metro Wayne County,0,0,0,65,2.91
1,7,0,0800-0859,7,2,25,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,5,McCarran International,36.08,-115.152,Metropolitan Oakland International,0,0,0,65,2.91
1,7,0,0700-0759,4,2,29,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Wichita Mid-Continent,0,0,0,65,2.91
1,7,0,0900-0959,5,2,28,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,8,McCarran International,36.08,-115.152,Tampa International,0,0,0,65,2.91
1,7,0,1100-1159,1,2,26,181,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,5,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1200-1259,9,2,26,176,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,17,McCarran International,36.08,-115.152,Miami International,0,0,0,65,2.91
1,7,1,1800-1859,7,2,24,228,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,1,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,65,2.91
1,7,0,1400-1459,7,2,25,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,3,McCarran International,36.08,-115.152,John F. Kennedy International,0,0,0,65,2.91
1,7,0,1200-1259,9,2,26,129,JetBlue Airways,13056,23463,299,1903352,3190369,0.000160039,0.000126866,11,McCarran International,36.08,-115.152,John F. Kennedy International,0,0,0,65,2.91
1,7,0,1000-1059,10,2,29,129,JetBlue Airways,13056,23463,299,1903352,3190369,0.000160039,0.000126866,11,McCarran International,36.08,-115.152,Logan International,0,0,0,65,2.91
1,7,0,1400-1459,10,2,25,160,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,19,McCarran International,36.08,-115.152,Logan International,0,0,0,65,2.91
1,7,0,0900-0959,9,2,28,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,1,McCarran International,36.08,-115.152,Cincinnati/Northern Kentucky International,0,0,0,65,2.91
1,7,0,1200-1259,9,2,26,168,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,20,McCarran International,36.08,-115.152,John F. Kennedy International,0,0,0,65,2.91
1,7,0,1300-1359,9,2,29,180,Frontier Airlines Inc.,13056,9496,581,1903352,1857122,0.000115726,7.13E-06,8,McCarran International,36.08,-115.152,Raleigh-Durham International,0,0,0,65,2.91
1,7,1,0900-0959,3,2,28,180,Frontier Airlines Inc.,13056,9496,581,1903352,1857122,0.000115726,7.13E-06,8,McCarran International,36.08,-115.152,Orlando International,0,0,0,65,2.91
1,7,1,1900-1959,3,2,24,230,Frontier Airlines Inc.,13056,9496,581,1903352,1857122,0.000115726,7.13E-06,3,McCarran International,36.08,-115.152,Lambert-St. Louis International,0,0,0,65,2.91
1,7,0,1100-1159,5,2,26,181,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,2,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,65,2.91
1,7,0,1300-1359,2,2,29,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Michiana Regional,0,0,0,65,2.91
1,7,0,0900-0959,1,2,28,182,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,2,McCarran International,36.08,-115.152,Portland International,0,0,0,65,2.91
1,7,0,0800-0859,2,2,25,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,6,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1100-1159,9,2,26,182,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,1,McCarran International,36.08,-115.152,Friendship International,0,0,0,65,2.91
1,7,0,0900-0959,7,2,28,145,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,13,McCarran International,36.08,-115.152,San Diego International Lindbergh Fl,0,0,0,65,2.91
1,7,1,0800-0859,7,2,25,182,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,2,McCarran International,36.08,-115.152,Minneapolis-St Paul International,0,0,0,65,2.91
1,7,0,1000-1059,2,2,29,146,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,7,McCarran International,36.08,-115.152,Portland International,0,0,0,65,2.91
1,7,0,1000-1059,1,2,29,146,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,7,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1000-1059,4,2,29,149,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,13,McCarran International,36.08,-115.152,San Francisco International,0,0,0,65,2.91
1,7,0,2000-2059,1,2,18,146,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,8,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1000-1059,4,2,29,181,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,6,McCarran International,36.08,-115.152,Seattle International,0,0,0,65,2.91
1,7,0,1200-1259,4,2,26,172,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,16,McCarran International,36.08,-115.152,Seattle International,0,0,0,65,2.91
1,7,0,1600-1659,4,2,32,181,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,1,McCarran International,36.08,-115.152,San Francisco International,0,0,0,65,2.91
1,7,0,1000-1059,9,2,29,160,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,8,McCarran International,36.08,-115.152,John F. Kennedy International,0,0,0,65,2.91
1,7,0,1400-1459,9,2,25,173,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,5,McCarran International,36.08,-115.152,Newark Liberty International,0,0,0,65,2.91
1,7,0,0900-0959,2,2,28,154,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,8,McCarran International,36.08,-115.152,San Francisco International,0,0,0,65,2.91
1,7,0,1100-1159,9,2,26,173,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,4,McCarran International,36.08,-115.152,Newark Liberty International,0,0,0,65,2.91
1,7,0,2300-2359,9,2,17,173,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,10,McCarran International,36.08,-115.152,Newark Liberty International,0,0,0,65,2.91
1,7,0,1000-1059,1,2,29,154,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,9,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1200-1259,5,2,26,173,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,18,McCarran International,36.08,-115.152,Houston Intercontinental,0,0,0,65,2.91
1,7,0,1000-1059,5,2,29,172,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,9,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,65,2.91
1,7,0,1800-1859,5,3,24,181,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,4,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,65,2.91
1,7,0,1300-1359,9,3,29,160,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,4,McCarran International,36.08,-115.152,Chicago O'Hare International,0,0,0,65,2.91
1,7,0,1200-1259,5,3,26,181,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,4,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,65,2.91
1,7,0,1600-1659,9,3,32,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,1,McCarran International,36.08,-115.152,Minneapolis-St Paul International,0,0,0,65,2.91
1,7,0,1400-1459,2,3,25,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,2,McCarran International,36.08,-115.152,Minneapolis-St Paul International,0,0,0,65,2.91
1,7,0,2300-2359,7,3,17,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,6,McCarran International,36.08,-115.152,John F. Kennedy International,0,0,0,65,2.91
1,7,0,1800-1859,4,3,24,146,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,8,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,1,1500-1559,2,3,26,185,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,1,McCarran International,36.08,-115.152,Seattle International,0,0,0,65,2.91
1,7,0,1300-1359,2,3,29,146,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,8,McCarran International,36.08,-115.152,Seattle International,0,0,0,65,2.91
1,7,0,1100-1159,2,3,26,172,Alaska Airlines Inc.,13056,20315,717,1903352,2884187,3.23E-05,0.000174601,18,McCarran International,36.08,-115.152,San Francisco International,0,0,0,65,2.91
1,7,0,1200-1259,5,3,26,228,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,4,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,65,2.91
1,7,0,1100-1159,5,3,26,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,7,McCarran International,36.08,-115.152,Chicago O'Hare International,0,0,0,65,2.91
1,7,1,1400-1459,5,3,25,187,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,8,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,65,2.91
1,7,0,1200-1259,2,3,26,187,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,7,McCarran International,36.08,-115.152,Phoenix Sky Harbor International,0,0,0,65,2.91
1,7,0,1600-1659,1,3,32,160,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,19,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,1,1500-1559,7,3,26,160,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,7,McCarran International,36.08,-115.152,Chicago O'Hare International,0,0,0,65,2.91
1,7,1,1600-1659,4,3,32,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Kent County,0,0,0,65,2.91
1,7,1,1400-1459,1,3,25,181,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,5,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1600-1659,1,3,32,76,SkyWest Airlines Inc.,13056,62105,148,1903352,3472966,3.42E-05,9.90E-05,2,McCarran International,36.08,-115.152,Orange County,0,0,0,65,2.91
1,7,0,1200-1259,1,3,26,181,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,3,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1300-1359,3,3,29,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Glacier Park International,0,0,0,65,2.91
1,7,0,1300-1359,2,3,29,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Grand Island Air Park,0,0,0,65,2.91
1,7,0,1500-1559,5,3,26,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Austin - Bergstrom International,0,0,0,65,2.91
1,7,1,1500-1559,2,3,26,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Memphis International,0,0,0,65,2.91
1,7,0,1500-1559,5,3,26,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Grand Forks International,0,0,0,65,2.91
1,7,1,1300-1359,7,3,29,228,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,3,McCarran International,36.08,-115.152,Detroit Metro Wayne County,0,0,0,65,2.91
1,7,0,1400-1459,3,3,25,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Northwest Arkansas Regional,0,0,0,65,2.91
1,7,0,1500-1559,5,3,26,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Quad City International,0,0,0,65,2.91
1,7,0,1100-1159,4,3,26,228,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,2,McCarran International,36.08,-115.152,Houston Intercontinental,0,0,0,65,2.91
1,7,0,1300-1359,3,3,29,173,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,11,McCarran International,36.08,-115.152,Stapleton International,0,0,0,65,2.91
1,7,0,1600-1659,3,3,32,173,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,4,McCarran International,36.08,-115.152,Stapleton International,0,0,0,65,2.91
1,7,0,1600-1659,7,3,32,191,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,1,McCarran International,36.08,-115.152,Atlanta Municipal,0,0,0,65,2.91
1,7,0,1900-1959,2,3,24,154,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,15,McCarran International,36.08,-115.152,Newark Liberty International,0,0,0,65,2.91
1,7,1,1300-1359,5,3,29,154,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,19,McCarran International,36.08,-115.152,Washington Dulles International,0,0,0,65,2.91
1,7,1,1500-1559,5,3,26,154,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,11,McCarran International,36.08,-115.152,San Francisco International,0,0,0,65,2.91
1,7,0,1300-1359,2,3,29,173,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,6,McCarran International,36.08,-115.152,San Francisco International,0,0,0,65,2.91
1,7,0,1600-1659,7,3,32,142,United Air Lines Inc.,13056,46218,1108,1903352,8501631,0.000253804,0.000228985,20,McCarran International,36.08,-115.152,Chicago O'Hare International,0,0,0,65,2.91
1,7,0,1600-1659,5,3,32,181,American Airlines Inc.,13056,75506,1174,1903352,11744595,9.82E-05,0.000177287,2,McCarran International,36.08,-115.152,Dallas Fort Worth Regional,0,0,0,65,2.91
1,7,0,1800-1859,2,3,24,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,1,McCarran International,36.08,-115.152,Detroit Metro Wayne County,0,0,0,65,2.91
1,7,0,1700-1759,2,3,21,191,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,2,McCarran International,36.08,-115.152,Atlanta Municipal,0,0,0,65,2.91
1,7,0,1500-1559,4,3,26,160,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,6,McCarran International,36.08,-115.152,Seattle International,0,0,0,65,2.91
1,7,0,1100-1159,4,3,26,110,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,18,McCarran International,36.08,-115.152,Seattle International,0,0,0,65,2.91
1,7,0,1700-1759,11,3,21,294,Hawaiian Airlines Inc.,13056,6791,80,1903352,905990,0.000120494,0.00019785,6,McCarran International,36.08,-115.152,Honolulu International,0,0,0,65,2.91
1,7,0,1200-1259,7,3,26,191,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,1,McCarran International,36.08,-115.152,Atlanta Municipal,0,0,0,65,2.91
1,7,0,2100-2159,8,3,12,230,Frontier Airlines Inc.,13056,9496,581,1903352,1857122,0.000115726,7.13E-06,3,McCarran International,36.08,-115.152,Stapleton International,0,0,0,65,2.91
1,7,0,1200-1259,7,3,26,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,1,McCarran International,36.08,-115.152,Salt Lake City International,0,0,0,65,2.91
1,7,0,2300-2359,7,3,17,234,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,17,McCarran International,36.08,-115.152,Detroit Metro Wayne County,0,0,0,65,2.91
1,7,0,1800-1859,4,3,24,110,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,18,McCarran International,36.08,-115.152,Seattle International,0,0,0,65,2.91
1,7,0,1700-1759,2,3,21,186,Frontier Airlines Inc.,13056,9496,581,1903352,1857122,0.000115726,7.13E-06,1,McCarran International,36.08,-115.152,Tampa International,0,0,0,65,2.91
1,7,0,1100-1159,1,3,26,110,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,19,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,1,1400-1459,6,3,25,180,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,6,McCarran International,36.08,-115.152,Detroit Metro Wayne County,0,0,0,65,2.91
1,7,0,1300-1359,1,3,29,110,Delta Air Lines Inc.,13056,73508,1174,1903352,12460183,0.000144166,0.00014866,17,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1000-1059,3,3,29,150,Frontier Airlines Inc.,13056,9496,581,1903352,1857122,0.000115726,7.13E-06,13,McCarran International,36.08,-115.152,Stapleton International,0,0,0,65,2.91
1,7,0,1500-1559,5,3,26,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Scott AFB,0,0,0,65,2.91
1,7,0,1200-1259,2,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,18,McCarran International,36.08,-115.152,Midland Regional Air Trml,0,0,0,65,2.91
1,7,0,1100-1159,2,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,16,McCarran International,36.08,-115.152,Sacramento International,0,0,0,65,2.91
1,7,0,1200-1259,5,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,16,McCarran International,36.08,-115.152,Hollywood-Burbank Midpoint,0,0,0,65,2.91
1,7,0,1200-1259,5,3,26,129,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,11,McCarran International,36.08,-115.152,Ontario International,0,0,0,65,2.91
1,7,0,1200-1259,1,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,14,McCarran International,36.08,-115.152,Sacramento International,0,0,0,65,2.91
1,7,0,1200-1259,6,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,14,McCarran International,36.08,-115.152,Reno/Tahoe International,0,0,0,65,2.91
1,7,0,1000-1059,1,3,29,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,18,McCarran International,36.08,-115.152,Hollywood-Burbank Midpoint,0,0,0,65,2.91
1,7,0,1400-1459,1,3,25,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,14,McCarran International,36.08,-115.152,Stapleton International,0,0,0,65,2.91
1,7,0,1400-1459,7,3,25,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,5,McCarran International,36.08,-115.152,Birmingham Airport,0,0,0,65,2.91
1,7,0,1000-1059,7,3,29,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,2,McCarran International,36.08,-115.152,Stapleton International,0,0,0,65,2.91
1,7,1,1200-1259,7,3,26,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,2,McCarran International,36.08,-115.152,Fort Lauderdale-Hollywood International,0,0,0,65,2.91
1,7,0,1300-1359,7,3,29,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,3,McCarran International,36.08,-115.152,Friendship International,0,0,0,65,2.91
1,7,0,1600-1659,2,3,32,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,2,McCarran International,36.08,-115.152,Dallas Love Field,0,0,0,65,2.91
1,7,1,2100-2159,2,3,12,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,14,McCarran International,36.08,-115.152,William P Hobby,0,0,0,65,2.91
1,7,0,1100-1159,2,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,14,McCarran International,36.08,-115.152,Phoenix Sky Harbor International,0,0,0,65,2.91
1,7,0,1200-1259,2,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,18,McCarran International,36.08,-115.152,Long Beach Daugherty Field,0,0,0,65,2.91
1,7,0,1100-1159,2,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,19,McCarran International,36.08,-115.152,Orange County,0,0,0,65,2.91
1,7,0,1600-1659,8,3,32,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,1,McCarran International,36.08,-115.152,Lambert-St. Louis International,0,0,0,65,2.91
1,7,0,1600-1659,6,3,32,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,4,McCarran International,36.08,-115.152,Atlanta Municipal,0,0,0,65,2.91
1,7,0,1400-1459,3,3,25,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,20,McCarran International,36.08,-115.152,Nashville International,0,0,0,65,2.91
1,7,0,1100-1159,3,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,14,McCarran International,36.08,-115.152,Los Angeles International,0,0,0,65,2.91
1,7,0,1400-1459,5,3,25,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,4,McCarran International,36.08,-115.152,Chicago Midway International,0,0,0,65,2.91
1,7,1,1100-1159,5,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,21,McCarran International,36.08,-115.152,San Diego International Lindbergh Fl,0,0,0,65,2.91
1,7,0,1500-1559,9,3,26,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,7,McCarran International,36.08,-115.152,Kansas City International,0,0,0,65,2.91
1,7,1,1200-1259,5,3,26,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,2,McCarran International,36.08,-115.152,Chicago Midway International,0,0,0,65,2.91
1,7,1,1600-1659,8,3,32,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,7,McCarran International,36.08,-115.152,Friendship International,0,0,0,65,2.91
1,7,0,1400-1459,7,3,25,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,2,McCarran International,36.08,-115.152,Tucson International,0,0,0,65,2.91
1,7,0,1100-1159,1,3,26,129,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,11,McCarran International,36.08,-115.152,Metropolitan Oakland International,0,0,0,65,2.91
1,7,0,1100-1159,4,3,26,143,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,15,McCarran International,36.08,-115.152,San Jose International,0,0,0,65,2.91
1,7,0,1400-1459,6,3,25,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Bismarck Municipal,0,0,0,65,2.91
1,7,0,1900-1959,2,3,24,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Laredo AFB,0,0,0,65,2.91
1,7,0,1600-1659,4,4,32,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Fresno Air Terminal,0,0,0,65,2.91
1,7,0,1300-1359,2,4,29,129,Allegiant Air,13056,6713,645,1903352,1257616,1.33E-05,0.000107743,11,McCarran International,36.08,-115.152,Metropolitan Oakland International,0,0,0,65,2.91
1,7,0,1300-1359,1,4,29,178,Spirit Air Lines,13056,15023,1257,1903352,2688839,9.17E-06,0.000124651,6,McCarran International,36.08,-115.152,Metropolitan Oakland International,0,0,0,65,2.91
1,7,0,1600-1659,8,4,32,175,Southwest Airlines Co.,13056,107363,5873,1903352,13382999,6.18E-05,9.89E-05,2,McCarran International,36.08,-115.152,William P Hobby,0,0,0,65,2.91
